Name	R	Vobs	Vgas	Vst	Qmax	Qpop
n300	8.44	89.5	28.3	39.1	2	1.685714
n300	10.3	96.2	25.6	32.5	2	1.685714
n300	10.8	94.8	24.5	31.5	2	1.685714
n5585	1.47	40.7	5.37	32.5	1.6	1.46
n5585	2.21	53.2	5.86	33.6	1.6	1.46
n5585	2.95	64.3	9.8	33.9	1.6	1.46
n5585	3.68	73.1	12.1	34	1.6	1.46
n5585	5.16	78.4	20.5	36.5	1.6	1.46
n5585	5.9	83.1	23.9	35.3	1.6	1.46
n5585	6.63	88	27	33.4	1.6	1.46
n5585	7.37	89.9	28.5	29.5	1.6	1.46
n5585	8.11	90.6	30.2	27.3	1.6	1.46
n5585	8.84	91.6	32.2	25.7	1.6	1.46
n5585	9.58	92.3	33.3	24.4	1.6	1.46
n5585	10.3	90.9	33.6	23.3	1.6	1.46
n5585	11.1	89.6	34	22.4	1.6	1.46
n5585	11.8	89.4	33.7	21.6	1.6	1.46
u6399	3.76	77.5	15.4	45.1	2.5	1
n55	1.861683	43.1	19.024	17.58444	5	5
n55	3.723366	68.5	30.1252	27.00723	5	5
n55	4.188787	72.3	31.668	27.97321	5	5
n55	4.654207	74.2	32.8512	28.22812	5	5
n55	5.119627	78.9	33.6864	28.06265	5	5
n55	5.585048	82.4	34.22	27.60649	5	5
n55	7.446731	86.8	34.7768	24.37314	5	5
n55	8.842993	86.2	31.552	22.23546	5	5
n55	9.773834	87.4	30.1948	21.03246	5	5
u6667	3.01	69.3	14.9	38.6	2.5	1.51
u6667	3.76	77.3	17	40.8	2.5	1.51
u6667	4.51	80.7	20.8	42.4	2.5	1.51
u6667	5.26	84	21.8	41.5	2.5	1.51
u6667	6.01	85	23.8	40.5	2.5	1.51
u6667	6.76	85.7	22.7	40.5	2.5	1.51
u2259	1.900468	71.1	7.70472	45.51001	1.857143	1
u2259	2.850702	80.7	13.978	54.4628	1.857143	1
u2259	3.800936	82.8	18.4208	53.23398	1.857143	1
u2259	4.75117	83.7	21.1584	48.26021	1.857143	1
u2259	5.701404	86	23.7684	43.53513	1.857143	1
u2259	6.651638	88.3	25.7752	39.61462	1.857143	1
u2259	7.601871	90	24.8472	36.48407	1.857143	1
u6446	5.26	73.7	17.4	30	4.4	1.08
u6446	7.51	80.5	29.7	27.9	4.4	1.08
u6446	8.27	81.3	32.9	28.2	4.4	1.08
u6923	3.2	78.4	23.2	41.7	1.75	0.775
n1560	1.75	42.8	13.3	18.4	4.1	1.13
n1560	1.96	48.2	16.6	18.8	4.1	1.13
n1560	2.18	48.4	18.2	19.3	4.1	1.13
n1560	2.4	50.6	19.2	19.8	4.1	1.13
n1560	2.62	53.5	20.7	19.5	4.1	1.13
n1560	2.84	57.2	21.5	19.4	4.1	1.13
n1560	3.05	59.1	22.7	19.6	4.1	1.13
n1560	3.27	59.8	23.3	19.6	4.1	1.13
n1560	3.49	60.3	23.6	19.5	4.1	1.13
n1560	3.71	60.7	24.4	19.2	4.1	1.13
n1560	3.93	62.1	25.6	19.1	4.1	1.13
n1560	4.15	63.6	25.3	18.7	4.1	1.13
n1560	4.36	62	24.8	18.6	4.1	1.13
n1560	4.58	60.5	23.5	18.5	4.1	1.13
n1560	4.8	60.3	22.7	18.8	4.1	1.13
n1560	5.02	63.8	24.6	19.3	4.1	1.13
n1560	5.24	66.1	26.5	18.1	4.1	1.13
n1560	5.45	67.7	28	17	4.1	1.13
n1560	5.67	70.4	29.4	16.3	4.1	1.13
n1560	5.89	73	30	15.7	4.1	1.13
n1560	6.11	74.2	30.1	15.2	4.1	1.13
n1560	6.33	75.1	29.7	14.8	4.1	1.13
n1560	6.54	75.2	29.6	14.4	4.1	1.13
n1560	6.76	76.3	29.2	14.1	4.1	1.13
n1560	6.98	77.2	28.9	13.8	4.1	1.13
n1560	7.42	76.9	28.5	13.3	4.1	1.13
n1560	7.85	77.5	28.2	12.8	4.1	1.13
ic2574	0.654	10.3	0	5.1	6	6.2
ic2574	1.75	26.1	5.1	7.32	6	6.2
ic2574	2.62	34.8	7.69	7.81	6	6.2
ic2574	2.84	35	7.57	7.94	6	6.2
ic2574	3.71	38.7	10	9.72	6	6.2
ic2574	3.93	41.8	11.1	13	6	6.2
ic2574	4.15	42.9	11.5	11.8	6	6.2
ic2574	4.36	44.4	12.2	11.6	6	6.2
ic2574	4.58	46.1	12.7	11.6	6	6.2
ic2574	4.8	49	14	11.7	6	6.2
ic2574	5.02	51.9	15.4	11.6	6	6.2
ic2574	5.24	53.1	16.1	11.9	6	6.2
ic2574	5.45	54	16.9	12.3	6	6.2
ic2574	5.67	55.9	17.4	11.1	6	6.2
ic2574	7.2	66	20.7	8.53	6	6.2
ddo170	2.620173	42.8	13.3052	10.04799	10	2
ddo170	3.784694	53.2	18.1772	10.11163	10	2
ddo170	4.949216	56.8	21.7268	9.743932	10	2
ddo170	6.113737	60.3	23.78	8.966114	10	2
ddo170	7.278258	61.4	24.36	8.350931	10	2
ddo170	8.44278	63.1	23.6292	7.714535	10	2
ddo170	9.607302	66	21.982	7.212489	10	2
n3109	1.551402	24.3	9.019	6.919064	10	7.6
n3109	2.171963	34.3	12.8644	7.804501	10	7.6
n3109	5.274768	57.5	18.5136	7.877234	10	7.6
n3109	5.585048	59.1	18.8848	7.807663	10	7.6
n3109	5.895329	61.2	19.372	7.74758	10	7.6
n3109	6.205609	62.7	19.836	7.681172	10	7.6
n3109	6.51589	64.4	20.5436	7.614765	10	7.6
n3109	6.82617	66.6	21.17	7.545195	10	7.6
n3109	7.446731	66.2	21.3092	7.390243	10	7.6
n3109	7.757011	67.3	21.286	7.304862	10	7.6
ddo154	0.977383	21.6	7.4214	3.861141	20	4.1
ddo154	1.466075	28.9	10.8205	3.785246	20	4.1
ddo154	1.954767	34.3	13.2525	3.370988	20	4.1
ddo154	2.443459	38.2	14.6965	2.966849	20	4.1
ddo154	2.93215	42	16.1215	2.664219	20	4.1
ddo154	3.420842	44.6	17.5085	2.430843	20	4.1
ddo154	3.909534	46.3	17.822	2.25249	20	4.1
ddo154	4.398226	47.4	17.3945	2.107342	20	4.1
ddo154	4.886917	48.2	16.8435	1.990021	20	4.1
ddo154	5.375609	47.4	16.1975	1.891358	20	4.1
